YEAR,MO,DY,HR,GHI,DNI,DHI,T2M,WS10M,Sun_Elevation,Optimal_Tilt_Target
2020,1,11,12,670.65,489.94,278.85,21.04,2.2,47.8215169841024,42.1784830158976
2020,1,11,13,639.4,512.74,248.01,21.52,2.44,45.349024405872,44.650975594128
2020,1,11,14,543.62,514.18,203.12,21.64,2.66,38.6421850846102,51.3578149153898
2020,1,11,15,379.65,415.54,170.11,21.3,2.76,29.0874095551198,60.9125904448802
2020,1,11,16,191.77,242.74,114.93,20.27,2.44,17.8118571851065,72.1881428148935
2020,1,11,17,32.05,25.36,30.01,17.25,2.22,5.5080484220151,84.4919515779849
2020,1,11,18,0,0,0,15.42,2.53,0,0
2020,1,11,19,0,0,0,14.55,2.6,0,0
2020,1,11,20,0,0,0,13.7,2.66,0,0
2020,1,11,21,0,0,0,12.88,2.68,0,0
2020,1,11,22,0,0,0,12.16,2.64,0,0
2020,1,11,23,0,0,0,11.43,2.62,0,0
2020,1,12,0,0,0,0,10.69,2.68,0,0
2020,1,12,1,0,0,0,10.04,2.81,0,0
2020,1,12,2,0,0,0,9.53,2.92,0,0
2020,1,12,3,0,0,0,9.13,3.02,0,0
2020,1,12,4,0,0,0,8.71,3.05,0,0
2020,1,12,5,0,0,0,8.2,2.95,0,0
2020,1,12,6,0,0,0,7.68,2.81,0,0
2020,1,12,7,49.65,56.09,43.31,9.06,3.13,5.56916062818471,84.4308393718153
2020,1,12,8,224.2,298.83,126.55,11.29,3.1,17.8888047706017,72.1111952293983
2020,1,12,9,423.85,505.07,160.87,14.73,2.18,29.1834695379003,60.8165304620997
2020,1,12,10,598.28,637.22,179.37,18.02,1.84,38.760182285884,51.239817714116
2020,1,12,11,704.28,698.19,184.21,19.46,1.59,45.4875435428832,44.5124564571168
2020,1,12,12,739.22,726.16,180.38,20.42,1.69,47.9691475200678,42.0308524799322
2020,1,12,13,700.42,716.01,174.18,21.04,2.03,45.4875435428832,44.5124564571168
2020,1,12,14,591.12,672.42,162.22,21.26,2.38,38.760182285884,51.239817714116
2020,1,12,15,413.35,548.53,144,21.01,2.54,29.1834695379003,60.8165304620997
2020,1,12,16,211.18,363.43,103.73,20.07,2.23,17.8888047706017,72.1111952293983
2020,1,12,17,35.95,47.23,31.59,17.35,1.85,5.56916062818471,84.4308393718153
2020,1,12,18,0,0,0,16.1,1.89,0,0
2020,1,12,19,0,0,0,15.33,1.98,0,0
2020,1,12,20,0,0,0,14.32,2.18,0,0
2020,1,12,21,0,0,0,13.16,2.44,0,0
2020,1,12,22,0,0,0,12.05,2.67,0,0
2020,1,12,23,0,0,0,11.15,2.83,0,0
2020,1,13,0,0,0,0,10.47,2.91,0,0
2020,1,13,1,0,0,0,9.91,2.97,0,0
2020,1,13,2,0,0,0,9.45,3,0,0
2020,1,13,3,0,0,0,9.05,3.01,0,0
2020,1,13,4,0,0,0,8.64,2.99,0,0
2020,1,13,5,0,0,0,8.22,2.91,0,0
2020,1,13,6,0,0,0,7.86,2.79,0,0
2020,1,13,7,50.78,64.88,41.56,9.59,2.8,5.63290808226564,84.3670919177344
2020,1,13,8,230.27,335.57,121.65,12.27,3.06,17.9690163146262,72.0309836853738
2020,1,13,9,430.52,538.87,149.86,15.5,2.06,29.283592528438,60.716407471562
2020,1,13,10,597.35,645.3,172.8,18.66,1.77,38.8832131659951,51.1167868340049
2020,1,13,11,700.5,701.18,178.48,20.61,1.68,45.632060652131,44.367939347869
2020,1,13,12,731.72,714.38,180.02,21.63,1.89,48.1232233030449,41.8767766969551
2020,1,13,13,690.2,691.34,178.43,22.23,2.17,45.632060652131,44.367939347869
2020,1,13,14,573.62,625.98,173.72,22.42,2.28,38.8832131659951,51.1167868340049
2020,1,13,15,403.52,518.6,143.44,22.19,2.24,29.283592528438,60.716407471562
2020,1,13,16,207.52,328.34,100.57,21.3,1.88,17.9690163146262,72.0309836853738
2020,1,13,17,36.1,38.79,31.59,18.96,1.37,5.63290808226564,84.3670919177344
2020,1,13,18,0,0,0,17.89,1.06,0,0
2020,1,13,19,0,0,0,17.61,0.9,0,0
2020,1,13,20,0,0,0,17.12,0.93,0,0
2020,1,13,21,0,0,0,16.63,1.05,0,0
2020,1,13,22,0,0,0,15.45,1.41,0,0
2020,1,13,23,0,0,0,13.76,2.08,0,0
2020,1,14,0,0,0,0,12.14,2.63,0,0
2020,1,14,1,0,0,0,11.22,2.81,0,0
2020,1,14,2,0,0,0,10.7,2.76,0,0
2020,1,14,3,0,0,0,10.17,2.79,0,0
2020,1,14,4,0,0,0,9.69,2.87,0,0
2020,1,14,5,0,0,0,9.34,2.84,0,0
2020,1,14,6,0,0,0,9.12,2.69,0,0
2020,1,14,7,50.1,64.38,38.55,11.01,2.17,5.69926728955599,84.300732710444
2020,1,14,8,227.38,345.25,111.17,14.12,2.36,18.0524552726195,71.9475447273805
2020,1,14,9,423.02,515.78,152.06,16.84,1.19,29.3877312944435,60.6122687055565
2020,1,14,10,586.42,616.35,178.15,20.14,0.47,39.0112252106538,50.9887747893462
2020,1,14,11,690.03,669.74,186.97,22.55,0.53,45.7825260393687,44.2174739606313
2020,1,14,12,691.42,591.16,220.09,23.52,0.85,48.2836986770539,41.7163013229461
2020,1,14,13,651.7,574.11,212.32,24.07,1.12,45.7825260393687,44.2174739606313
2020,1,14,14,539.53,508.93,199.1,24.26,1.3,39.0112252106538,50.9887747893462
2020,1,14,15,377.45,413.63,161.01,23.91,1.46,29.3877312944435,60.6122687055565
2020,1,14,16,191.62,242.52,110.18,22.95,1.5,18.0524552726195,71.9475447273805
