YEAR,MO,DY,HR,GHI,DNI,DHI,T2M,WS10M,Sun_Elevation,Optimal_Tilt_Target
2025,3,2,9,451.85,271.07,306.7,36.22,2.17,37.5335505113489,52.4664494886511
2025,3,2,10,254.73,86.61,202.64,35.18,1.82,49.1893051319732,40.8106948680268
2025,3,2,11,94.9,36.49,88.44,32.25,1.18,58.1777482857011,31.8222517142989
2025,3,2,12,3.75,0,6.06,29.6,1.81,61.8050880045181,28.1949119954819
2025,3,2,13,0,0,0,27.87,2.54,58.1777482857011,31.8222517142989
2025,3,2,14,0,0,0,26.53,3.25,49.1893051319732,40.8106948680268
2025,3,2,15,0,0,0,25.53,3.51,37.5335505113489,52.4664494886511
2025,3,2,16,0,0,0,24.69,3.43,24.6332469726259,65.3667530273741
2025,3,2,17,0,0,0,23.94,3.19,11.1123411693291,78.8876588306709
2025,3,2,18,0,0,0,23.23,2.89,0,0
2025,3,2,19,0,0,0,22.69,2.67,0,0
2025,3,2,20,0,0,0,22.34,2.44,0,0
2025,3,2,21,0,0,0,22.04,2.22,0,0
2025,3,2,22,0,0,0,21.66,2.12,0,0
2025,3,2,23,0,0,0,21.23,2.25,0,0
2025,3,3,0,3.53,0,5.31,21.04,2.45,0,0
2025,3,3,1,92.97,77.2,70.72,23.59,2.97,0,0
2025,3,3,2,293.27,277.74,158.61,26.13,2.89,0,0
2025,3,3,3,464.6,329.67,228.25,30.35,2.59,0,0
2025,3,3,4,658.83,467.01,263.8,33.6,2.05,0,0
2025,3,3,5,779.47,528.98,288.58,35.34,1.6,0,0
2025,3,3,6,786,467.14,326.01,36.35,1.28,0,0
2025,3,3,7,750.45,476.9,297.82,36.79,0.99,11.258460362656,78.741539637344
2025,3,3,8,605.47,365.89,294.27,36.72,0.85,24.8038078107393,65.1961921892607
2025,3,3,9,446.55,298.84,236.22,36.26,0.86,37.74176772075,52.25823227925
2025,3,3,10,274.38,204.63,174.8,35.24,0.91,49.4539845821695,40.5460154178305
2025,3,3,11,88.65,60.44,72.5,32.51,1.3,58.5156468617726,31.4843531382274
2025,3,3,12,3.47,0,5.23,29.21,2.4,62.186226433314,27.813773566686
2025,3,3,13,0,0,0,27.97,3.02,58.5156468617726,31.4843531382274
2025,3,3,14,0,0,0,26.73,2.94,49.4539845821695,40.5460154178305
2025,3,3,15,0,0,0,25.63,2.63,37.74176772075,52.25823227925
2025,3,3,16,0,0,0,24.76,2.38,24.8038078107393,65.1961921892607
2025,3,3,17,0,0,0,24.17,2.25,11.258460362656,78.741539637344
2025,3,3,18,0,0,0,23.67,2.06,0,0
2025,3,3,19,0,0,0,23.17,1.85,0,0
2025,3,3,20,0,0,0,22.61,1.68,0,0
2025,3,3,21,0,0,0,21.87,1.69,0,0
2025,3,3,22,0,0,0,21.01,2,0,0
2025,3,3,23,0,0,0,20.27,2.4,0,0
2025,3,4,0,3.67,0,5.77,19.87,2.7,0,0
2025,3,4,1,106,122.55,76.86,22.15,4.04,0,0
2025,3,4,2,312.8,357.59,151.64,25.12,3.27,0,0
2025,3,4,3,534.92,514.98,193.72,30.21,3.83,0,0
2025,3,4,4,726.92,627.46,222.23,33.11,3.44,0,0
2025,3,4,5,855.45,717.55,208.52,34.66,3.25,0,0
2025,3,4,6,943.25,877.74,155.13,35.62,3.34,0,0
2025,3,4,7,911.35,905.66,127.21,36.09,3.41,11.4050008623407,78.5949991376593
2025,3,4,8,798.25,867.16,127.27,36.08,3.3,24.9744210305439,65.025578969456
2025,3,4,9,618.5,811.86,112.86,35.64,3.05,37.9498116361202,52.0501883638798
2025,3,4,10,389.17,675.09,100.35,34.65,2.63,49.7186579075832,40.2813420924168
2025,3,4,11,144.77,395.14,64.61,32.22,1.25,58.8546219910876,31.1453780089124
2025,3,4,12,4.95,5.47,7.24,30.47,0.55,62.56959728181,27.43040271819
2025,3,4,13,0,0,0,28.54,1.14,58.8546219910876,31.1453780089124
2025,3,4,14,0,0,0,26.59,1.61,49.7186579075832,40.2813420924168
2025,3,4,15,0,0,0,25.02,1.99,37.9498116361202,52.0501883638798
2025,3,4,16,0,0,0,23.84,2.3,24.9744210305439,65.025578969456
2025,3,4,17,0,0,0,22.96,2.54,11.4050008623407,78.5949991376593
2025,3,4,18,0,0,0,22.43,2.6,0,0
2025,3,4,19,0,0,0,22.01,2.51,0,0
2025,3,4,20,0,0,0,21.79,2.32,0,0
2025,3,4,21,0,0,0,21.57,2.29,0,0
2025,3,4,22,0,0,0,20.86,2.41,0,0
2025,3,4,23,0,0,0,20.09,2.46,0,0
2025,3,5,0,5.05,0.65,7.65,19.76,2.38,0,0
2025,3,5,1,123.7,181.5,90.22,22.65,2.94,0,0
2025,3,5,2,342.73,469.04,141.68,26.15,3.03,0,0
2025,3,5,3,580.6,636.99,172.93,29.87,3.06,0,0
2025,3,5,4,769.38,732.1,191.82,32.26,2.9,0,0
2025,3,5,5,881.58,744.27,222.18,33.95,3.55,0,0
2025,3,5,6,830.55,512.3,326.39,34.95,4.21,0,0
2025,3,5,7,793.7,498.13,315.46,35.56,4.54,11.5519054976678,78.4480945023322
2025,3,5,8,698.42,511.57,267.27,35.71,4.44,25.1450097497613,64.8549902502387
2025,3,5,9,524.6,437.12,225.87,35.24,4.23,38.157578205229,51.842421794771
2025,3,5,10,347.4,434.13,148.71,34.07,4.03,49.9831879792106,40.0168120207894
2025,3,5,11,117.1,147.83,82.67,30.48,2.6,59.1945274077041,30.8054725922959
2025,3,5,12,4.3,0,6.35,26.66,2.94,62.9550869489497,27.0449130510503
2025,3,5,13,0,0,0,25.05,3.25,59.1945274077041,30.8054725922959
2025,3,5,14,0,0,0,23.62,3.55,49.9831879792106,40.0168120207894
2025,3,5,15,0,0,0,22.35,3.75,38.157578205229,51.842421794771
2025,3,5,16,0,0,0,21.16,3.78,25.1450097497613,64.8549902502387
2025,3,5,17,0,0,0,20.05,3.71,11.5519054976678,78.4480945023322
2025,3,5,18,0,0,0,19.02,3.61,0,0
2025,3,5,19,0,0,0,18.09,3.64,0,0
2025,3,5,20,0,0,0,17.24,3.76,0,0
2025,3,5,21,0,0,0,16.34,3.88,0,0
2025,3,5,22,0,0,0,15.4,3.88,0,0
2025,3,5,23,0,0,0,14.54,3.79,0,0
2025,3,6,0,5.82,0.65,8.79,14.22,3.94,0,0
2025,3,6,1,152.35,344.68,78.8,17.07,5.26,0,0
2025,3,6,2,395.62,592.82,133.83,20.85,4.12,0,0
2025,3,6,3,635.92,765.96,146.37,26.57,4.65,0,0
2025,3,6,4,823.1,847.81,153.49,29.52,3.69,0,0
2025,3,6,5,940.88,898.39,153.97,31.05,2.88,0,0
2025,3,6,6,964.38,849.29,180.05,32.19,2.51,0,0
2025,3,6,7,925.2,852.68,172.91,32.88,2.3,11.6991171297917,78.3008828702083
2025,3,6,8,807.12,808.85,169.01,33.1,2.12,25.3154974933886,64.6845025066114
2025,3,6,9,622.25,744.91,147.95,32.77,2.18,38.3649638165952,51.6350361834048
2025,3,6,10,388.2,606.41,123.61,31.83,2.28,50.2474372682195,39.7525627317805
2025,3,6,11,146.55,360.45,71.79,28.95,1.49,59.5352150313761,30.4647849686239
2025,3,6,12,5.32,2.91,7.92,26.92,1.24,63.3425812058252,26.6574187941748
2025,3,6,13,0,0,0,26.14,0.87,59.5352150313761,30.4647849686239
2025,3,6,14,0,0,0,25.36,0.7,50.2474372682195,39.7525627317805
2025,3,6,15,0,0,0,24.28,0.69,38.3649638165952,51.6350361834048
2025,3,6,16,0,0,0,23.09,0.66,25.3154974933886,64.6845025066114
2025,3,6,17,0,0,0,22.08,0.66,11.6991171297917,78.3008828702083
2025,3,6,18,0,0,0,21.05,0.68,0,0
2025,3,6,19,0,0,0,20.01,0.94,0,0
2025,3,6,20,0,0,0,18.73,1.31,0,0
2025,3,6,21,0,0,0,17.5,1.68,0,0
2025,3,6,22,0,0,0,16.36,1.99,0,0
2025,3,6,23,0,0,0,15.48,2.17,0,0
2025,3,7,0,6,1.81,8.98,15.05,2.25,0,0
2025,3,7,1,146.07,319.89,76.56,18.34,2.61,0,0
2025,3,7,2,371.52,511.9,141.82,21.73,2.5,0,0
2025,3,7,3,601.17,657.48,171.44,26.38,2.19,0,0
2025,3,7,4,784.78,732.33,192.07,29.8,1.9,0,0
2025,3,7,5,901.33,779.66,199.82,31.55,1.49,0,0
2025,3,7,6,931.7,758.76,215.07,32.7,1.36,0,0
2025,3,7,7,890.65,750.12,212.2,33.38,1.28,11.8465786913309,78.1534213086691
2025,3,7,8,770.3,694.83,205.67,33.53,1.17,25.4858082570121,64.5141917429879
2025,3,7,9,583.38,607.19,185.19,33.14,1.14,38.5718653932969,51.4281346067031
2025,3,7,10,352.3,447.72,152.05,32.26,1.1,50.5112679479473,39.4887320520527
2025,3,7,11,129.57,228.11,80.58,29.59,1,59.8765349694398,30.1234650305602
2025,3,7,12,4.97,0.7,7.5,26.11,2.02,63.7319652295254,26.2680347704746
2025,3,7,13,0,0,0,23.8,2.76,59.8765349694398,30.1234650305602
2025,3,7,14,0,0,0,22.16,3.14,50.5112679479473,39.4887320520527
2025,3,7,15,0,0,0,20.87,3.3,38.5718653932969,51.4281346067031
2025,3,7,16,0,0,0,19.97,3.38,25.4858082570121,64.5141917429879
2025,3,7,17,0,0,0,19.32,3.37,11.8465786913309,78.1534213086691
2025,3,7,18,0,0,0,18.78,3.28,0,0
2025,3,7,19,0,0,0,18.3,3.1,0,0
2025,3,7,20,0,0,0,17.93,2.86,0,0
2025,3,7,21,0,0,0,17.69,2.63,0,0
2025,3,7,22,0,0,0,17.52,2.45,0,0
2025,3,7,23,0,0,0,17.33,2.29,0,0
2025,3,8,0,5.85,0.56,8.83,17.32,2.18,0,0
2025,3,8,1,129.95,190.55,86.59,20.6,2.28,0,0
2025,3,8,2,345.05,400.49,158.45,24.11,2.55,0,0
2025,3,8,3,577.42,573.42,192.85,28.28,3.1,0,0
2025,3,8,4,759.33,661.01,214.05,31.62,2.89,0,0
2025,3,8,5,874.38,707.93,225.49,33.53,2.55,0,0
2025,3,8,6,902.1,702.54,224.13,34.69,2.26,0,0
2025,3,8,7,858.95,678.52,233.37,35.29,1.92,11.9942332262164,78.0057667737836
2025,3,8,8,738.6,622.19,223.67,35.38,1.59,25.6558665703728,64.3441334296272
2025,3,8,9,558.3,547.35,193.94,34.88,1.49,38.778180488269,51.221819511731
2025,3,8,10,333.3,391.01,156.03,33.77,1.46,50.7745420005775,39.2254579994225
2025,3,8,11,125.47,211.74,79.5,30.49,1.57,60.2183355194323,29.7816644805677
2025,3,8,12,4.7,0,7.09,26.88,2.71,64.1231236371605,25.8768763628395
2025,3,8,13,0,0,0,25.23,3.76,60.2183355194323,29.7816644805677
2025,3,8,14,0,0,0,24,4.35,50.7745420005775,39.2254579994225
2025,3,8,15,0,0,0,23.19,4.17,38.778180488269,51.221819511731
2025,3,8,16,0,0,0,22.54,3.8,25.6558665703728,64.3441334296272
2025,3,8,17,0,0,0,21.96,3.37,11.9942332262164,78.0057667737836
2025,3,8,18,0,0,0,21.44,2.92,0,0
2025,3,8,19,0,0,0,20.96,2.63,0,0
2025,3,8,20,0,0,0,20.53,2.47,0,0
2025,3,8,21,0,0,0,20.29,2.26,0,0
2025,3,8,22,0,0,0,20.3,1.98,0,0
2025,3,8,23,0,0,0,20.26,1.74,0,0
2025,3,9,0,5.95,0.55,7.89,20.41,1.67,0,0
2025,3,9,1,112.53,105.54,85.63,23.27,2,0,0
2025,3,9,2,311.35,312.21,164.42,26.12,2.53,0,0
2025,3,9,3,522.17,419.74,226.9,28.7,2.32,0,0
2025,3,9,4,723.05,563.4,261.54,31.22,1.95,0,0
2025,3,9,5,840.83,623.85,261.84,33.06,1.52,0,0
2025,3,9,6,830.15,535.7,278.67,34.22,1.12,0,0
2025,3,9,7,783.97,505.25,291.74,34.83,0.9,12.1420239297362,77.8579760702638
2025,3,9,8,666.92,446.84,284.83,34.94,0.96,25.8255975610942,64.1744024389058
2025,3,9,9,490.58,365.02,225.61,34.61,1.32,38.9838073809851,51.0161926190149
2025,3,9,10,291.7,237.27,174.15,33.7,2.02,51.0371213286157,38.9628786713843
2025,3,9,11,122.55,203.65,76.18,31.18,2.44,60.5604631726764,29.4395368273236
2025,3,9,12,4.45,0,6.68,27.67,3.7,64.5159405200523,25.4840594799477
2025,3,9,13,0,0,0,26.62,4.94,60.5604631726764,29.4395368273236
2025,3,9,14,0,0,0,25.63,5.19,51.0371213286157,38.9628786713843
2025,3,9,15,0,0,0,24.73,4.63,38.9838073809851,51.0161926190149
2025,3,9,16,0,0,0,23.91,3.76,25.8255975610942,64.1744024389058
2025,3,9,17,0,0,0,23.08,2.94,12.1420239297362,77.8579760702638
2025,3,9,18,0,0,0,22.35,2.47,0,0
2025,3,9,19,0,0,0,21.75,2.23,0,0
2025,3,9,20,0,0,0,21.27,2.05,0,0
2025,3,9,21,0,0,0,21.01,1.82,0,0
2025,3,9,22,0,0,0,21.01,1.48,0,0
2025,3,9,23,0,0,0,21.09,1.04,0,0
2025,3,10,0,6.28,0.5,8.23,21.3,0.62,0,0
2025,3,10,1,114.68,117.02,84.47,23.22,0.39,0,0
2025,3,10,2,304.35,301.86,165.78,25.95,0.72,0,0
2025,3,10,3,500.62,436.74,192.3,28.96,1.45,0,0
2025,3,10,4,738.9,619.44,223.67,32.29,2.12,0,0
2025,3,10,5,859.17,683.22,226.8,33.99,2.22,0,0
2025,3,10,6,906.15,723.85,223.38,34.89,2.31,0,0
2025,3,10,7,868.42,725.32,212.65,35.34,2.52,12.28989418872,77.71010581128
2025,3,10,8,755.75,696.85,189.62,35.33,2.91,25.9949270184797,64.0050729815203
2025,3,10,9,581.5,640.52,165.14,34.82,3.3,39.1886451754086,50.8113548245914
2025,3,10,10,362.2,516.44,130.87,33.63,3.65,51.2988678712683,38.7011321287317
2025,3,10,11,136.95,296.69,70.49,30.96,3.21,60.9027626190955,29.0972373809045
2025,3,10,12,5.45,1.71,7.94,27.27,3.47,64.9102994780809,25.0897005219191
2025,3,10,13,0,0,0,26.13,4.17,60.9027626190955,29.0972373809045
2025,3,10,14,0,0,0,25,4.02,51.2988678712683,38.7011321287317
2025,3,10,15,0,0,0,23.93,3.32,39.1886451754086,50.8113548245914
2025,3,10,16,0,0,0,23.03,2.77,25.9949270184797,64.0050729815203
2025,3,10,17,0,0,0,22.27,2.52,12.28989418872,77.71010581128
2025,3,10,18,0,0,0,21.62,2.41,0,0
2025,3,10,19,0,0,0,21.05,2.36,0,0
2025,3,10,20,0,0,0,20.56,2.27,0,0
2025,3,10,21,0,0,0,20.13,2.24,0,0
2025,3,10,22,0,0,0,19.8,2.17,0,0
2025,3,10,23,0,0,0,19.55,2.07,0,0
2025,3,11,0,7.55,2.61,9.64,19.55,2.01,0,0
2025,3,11,1,150.02,307.72,77.66,22.43,2.42,0,0
2025,3,11,2,373.25,514.58,129.24,25.92,2.99,0,0
2025,3,11,3,597.6,650.04,164.85,29.83,3.78,0,0
2025,3,11,4,775.92,731.81,177.26,32.47,3.4,0,0
2025,3,11,5,889.03,769.8,186.76,34.35,2.76,0,0
2025,3,11,6,886.05,666.68,238.73,35.61,2.12,0,0
2025,3,11,7,846.78,655.71,236.31,36.28,1.62,12.4377876218032,77.5622123781968
2025,3,11,8,729.92,614.82,216.63,36.42,1.3,26.16378145728,63.83621854272
2025,3,11,9,552.65,534.69,192.35,36.01,1.35,39.3925938990881,50.6074061009119
2025,3,11,10,333.17,393.76,152.98,34.99,1.59,51.5596437258185,38.4403562741815
2025,3,11,11,124.75,202.03,79.98,31.93,1.74,61.245076753562,28.754923246438
2025,3,11,12,5.32,0.62,8.03,28.26,3.02,65.3060836541759,24.6939163458241
2025,3,11,13,0,0,0,26.81,3.98,61.245076753562,28.754923246438
2025,3,11,14,0,0,0,25.6,4.32,51.5596437258185,38.4403562741815
2025,3,11,15,0,0,0,24.63,4.22,39.3925938990881,50.6074061009119
2025,3,11,16,0,0,0,23.81,4.04,26.16378145728,63.83621854272
2025,3,11,17,0,0,0,23.13,3.88,12.4377876218032,77.5622123781968
2025,3,11,18,0,0,0,22.49,3.64,0,0
2025,3,11,19,0,0,0,21.79,3.28,0,0
2025,3,11,20,0,0,0,21.06,2.89,0,0
2025,3,11,21,0,0,0,20.45,2.62,0,0
2025,3,11,22,0,0,0,19.95,2.42,0,0
2025,3,11,23,0,0,0,19.48,2.32,0,0
2025,3,12,0,7.8,1.47,10.03,19.4,2.31,0,0
2025,3,12,1,142.23,235.51,81.15,22.9,2.73,0,0
2025,3,12,2,358.77,435.48,145.09,26.27,2.46,0,0
2025,3,12,3,582.78,576.97,189.86,30.75,2.49,0,0
2025,3,12,4,762.45,663.38,207.38,34.57,2.43,0,0
2025,3,12,5,876.55,707.93,217.93,36.33,2.26,0,0
2025,3,12,6,903.67,698.13,229.15,37.38,2.29,0,0
2025,3,12,7,861.85,682.54,228.6,37.92,2.27,12.5856481197091,77.4143518802909
2025,3,12,8,741.72,635.64,212.28,37.97,2.17,26.3320881813327,63.6679118186673
2025,3,12,9,558.1,541.91,192.37,37.48,2.1,39.5955546032602,50.4044453967398
2025,3,12,10,334.7,391.59,154.68,36.54,2.01,51.8193112740764,38.1806887259236
2025,3,12,11,124.93,194.84,81.31,33.29,1.48,61.58724668412,28.41275331588
2025,3,12,12,5.45,0.6,8.22,29.4,2.49,65.7031757689444,24.2968242310556
2025,3,12,13,0,0,0,27.85,3.6,61.58724668412,28.41275331588
2025,3,12,14,0,0,0,26.67,4.54,51.8193112740764,38.1806887259236
2025,3,12,15,0,0,0,25.79,4.98,39.5955546032602,50.4044453967398
2025,3,12,16,0,0,0,25.02,5.14,26.3320881813327,63.6679118186673
2025,3,12,17,0,0,0,24.32,4.96,12.5856481197091,77.4143518802909
2025,3,12,18,0,0,0,23.6,4.42,0,0
2025,3,12,19,0,0,0,22.79,3.68,0,0
2025,3,12,20,0,0,0,22.01,3.04,0,0
2025,3,12,21,0,0,0,21.38,2.76,0,0
2025,3,12,22,0,0,0,20.91,2.74,0,0
2025,3,12,23,0,0,0,20.45,2.75,0,0
2025,3,13,0,8.07,0.84,9.82,20.5,2.79,0,0
2025,3,13,1,152.45,291.35,78.12,23.88,3.82,0,0
2025,3,13,2,365.38,440.69,146.63,27.52,3.85,0,0
2025,3,13,3,594.92,613.28,178.6,31.76,4.05,0,0
2025,3,13,4,776.53,696.53,198.82,35.85,4.3,0,0
2025,3,13,5,891.35,741.5,204.78,38.24,3.97,0,0
2025,3,13,6,888.25,649.46,249.86,39.4,3.64,0,0
2025,3,13,7,845.45,631.72,246.89,39.95,3.36,12.7334198854886,77.2665801145114
2025,3,13,8,724.95,583.6,229.92,39.96,3.05,26.4997753469663,63.5002246530337
2025,3,13,9,541.47,488.35,205.86,39.38,2.84,39.7974294638122,50.2025705361878
2025,3,13,10,321.2,345.28,158.1,38.22,2.45,52.0777333139632,37.9222666860368
2025,3,13,11,129.4,220.37,80.17,34.53,1.61,61.9291117424695,28.0708882575305
2025,3,13,12,5.38,0.59,8.15,30.69,2.58,66.1014581554226,23.8985418445774
2025,3,13,13,0,0,0,29,3.78,61.9291117424695,28.0708882575305
2025,3,13,14,0,0,0,27.57,4.21,52.0777333139632,37.9222666860368
2025,3,13,15,0,0,0,26.5,4.37,39.7974294638122,50.2025705361878
2025,3,13,16,0,0,0,25.73,4.37,26.4997753469663,63.5002246530337
2025,3,13,17,0,0,0,25.09,4.33,12.7334198854886,77.2665801145114
2025,3,13,18,0,0,0,24.51,4.15,0,0
2025,3,13,19,0,0,0,23.94,3.84,0,0
2025,3,13,20,0,0,0,23.43,3.5,0,0
2025,3,13,21,0,0,0,23.07,3.42,0,0
2025,3,13,22,0,0,0,22.77,3.37,0,0
2025,3,13,23,0,0,0,22.39,3.2,0,0
2025,3,14,0,8.1,0.43,10.49,22.39,3.08,0,0
2025,3,14,1,143.65,228.33,82.47,25.23,3.9,0,0
2025,3,14,2,336.42,347.76,159.17,28.54,3.9,0,0
2025,3,14,3,556.92,500.04,201.09,32.74,4.22,0,0
2025,3,14,4,737.35,591.87,228.93,36.48,4.6,0,0
2025,3,14,5,852.83,642.58,241.21,38.59,4.23,0,0
2025,3,14,6,882.88,644.24,247.94,39.89,3.76,0,0
2025,3,14,7,840.8,627.63,244.78,40.57,3.34,12.8810474746515,77.1189525253485
2025,3,14,8,719.62,581.63,228.04,40.66,2.97,26.6667720260653,63.3332279739347
2025,3,14,9,542.65,505.88,190.49,40.14,2.71,39.9981218829449,50.0018781170551
2025,3,14,10,326.98,376.26,143.36,38.95,2.3,52.3347731962666,37.6652268037334
2025,3,14,11,132.05,246.98,75.06,35.35,1.92,62.2705094971459,27.7294905028541
2025,3,14,12,5.45,0.45,8.09,31.91,2.96,66.500812793944,23.499187206056
2025,3,14,13,0,0,0,29.99,3.6,62.2705094971459,27.7294905028541
2025,3,14,14,0,0,0,28.79,3.79,52.3347731962666,37.6652268037334
2025,3,14,15,0,0,0,27.73,3.71,39.9981218829449,50.0018781170551
2025,3,14,16,0,0,0,26.88,3.47,26.6667720260653,63.3332279739347
2025,3,14,17,0,0,0,26.27,3.24,12.8810474746515,77.1189525253485
2025,3,14,18,0,0,0,25.71,2.98,0,0
2025,3,14,19,0,0,0,25.19,2.8,0,0
2025,3,14,20,0,0,0,24.58,2.59,0,0
2025,3,14,21,0,0,0,23.97,2.68,0,0
2025,3,14,22,0,0,0,23.62,2.83,0,0
2025,3,14,23,0,0,0,23.36,2.8,0,0
2025,3,15,0,8.73,1.12,9.95,23.46,2.63,0,0
2025,3,15,1,135.68,177.51,85.32,26.43,3.37,0,0
2025,3,15,2,322.15,298.93,164.93,29.68,3.5,0,0
2025,3,15,3,542.53,449.05,214.67,33.38,3.21,0,0
2025,3,15,4,729.5,559.56,243.86,36.86,2.7,0,0
2025,3,15,5,844.22,608.62,252.83,38.8,2.06,0,0
2025,3,15,6,887.72,656.26,246.41,39.72,1.61,0,0
2025,3,15,7,835.97,590.65,285.85,40.19,1.25,13.0284758351266,76.9715241648734
2025,3,15,8,717.65,551.68,261.13,40.09,0.91,26.8330082686824,63.1669917313176
2025,3,15,9,552.9,528.1,191.65,39.46,0.84,40.1975365913643,49.8024634086357
2025,3,15,10,332.15,382.08,152.71,38.22,0.75,52.5902949665851,37.4097050334149
2025,3,15,11,135.57,263.85,73.79,35.3,1.1,62.6112757698796,27.3887242301204
2025,3,15,12,5.6,0.5,8.23,32.35,2.29,66.9011213471102,23.0988786528898
2025,3,15,13,0,0,0,30.31,3.62,62.6112757698796,27.3887242301204
2025,3,15,14,0,0,0,28.48,4.23,52.5902949665851,37.4097050334149
2025,3,15,15,0,0,0,27.37,4.13,40.1975365913643,49.8024634086357
2025,3,15,16,0,0,0,26.74,4.09,26.8330082686824,63.1669917313176
2025,3,15,17,0,0,0,26.09,3.92,13.0284758351266,76.9715241648734
2025,3,15,18,0,0,0,25.31,3.47,0,0
2025,3,15,19,0,0,0,24.67,3.13,0,0
2025,3,15,20,0,0,0,24.13,2.9,0,0
2025,3,15,21,0,0,0,23.7,2.78,0,0
2025,3,15,22,0,0,0,23.41,2.66,0,0
2025,3,15,23,0,0,0,23.22,2.41,0,0
2025,3,16,0,8.8,1,9.37,23.4,2.1,0,0
2025,3,16,1,126.38,129.84,84.81,26.15,2.55,0,0
2025,3,16,2,301.1,240.21,168,29.18,2.55,0,0
2025,3,16,3,525.25,404.88,218.21,32.67,2.82,0,0
2025,3,16,4,717.17,525.07,263.38,36.1,2.78,0,0
2025,3,16,5,833.15,581.95,271.69,38.36,2.38,0,0
2025,3,16,6,840.67,528.05,311.67,39.57,2.16,0,0
2025,3,16,7,800.05,530.89,277.25,40.09,2.12,13.1756503469843,76.8243496530157
2025,3,16,8,679.08,479.82,258.86,40.05,2.25,26.9984151650869,63.0015848349131
2025,3,16,9,486.45,378.57,213.74,39.41,2.81,40.3955797508217,49.6044202491783
2025,3,16,10,289.4,235.8,171.29,38.04,3.68,52.8441635124491,37.1558364875509
2025,3,16,11,96.88,66.24,77.84,34.74,4.05,62.951244655681,27.048755344319
2025,3,16,12,4.78,0,6.86,31.32,4.82,67.3022651948576,22.6977348051424
2025,3,16,13,0,0,0,29.77,5.26,62.951244655681,27.048755344319
2025,3,16,14,0,0,0,28.61,4.91,52.8441635124491,37.1558364875509
2025,3,16,15,0,0,0,27.8,4.47,40.3955797508217,49.6044202491783
2025,3,16,16,0,0,0,27.17,4.02,26.9984151650869,63.0015848349131
2025,3,16,17,0,0,0,26.56,3.63,13.1756503469843,76.8243496530157
2025,3,16,18,0,0,0,26,3.47,0,0
2025,3,16,19,0,0,0,25.51,3.48,0,0
2025,3,16,20,0,0,0,25.02,3.44,0,0
2025,3,16,21,0,0,0,24.52,3.3,0,0
2025,3,16,22,0,0,0,24,3.1,0,0
2025,3,16,23,0,0,0,23.55,2.9,0,0
2025,3,17,0,8.77,0.44,10.82,23.58,2.75,0,0
2025,3,17,1,112.43,79.49,84.97,26.26,3.61,0,0
2025,3,17,2,307.1,246.79,174.95,29.38,3.64,0,0
2025,3,17,3,506.05,357.79,235.4,32.91,3.69,0,0
2025,3,17,4,669.45,417.98,275.03,36.24,3.58,0,0
2025,3,17,5,801.35,497.77,305.96,38.34,3.11,0,0
2025,3,17,6,763.53,387.73,348.66,39.6,2.62,0,0
2025,3,17,7,725.75,379.02,342.96,40.27,2.28,13.3225168618554,76.6774831381446
2025,3,17,8,609.45,338.53,295.53,40.35,2.14,27.1629249071326,62.8370750928674
2025,3,17,9,445.48,278.51,231.71,39.74,2.3,40.5921590568051,49.4078409431949
2025,3,17,10,262.77,170.21,171.4,38.45,2.73,53.0962447155805,36.9037552844195
2025,3,17,11,88.6,48.79,74.06,35.05,3.22,63.2902485472523,26.7097514527477
2025,3,17,12,4.9,0,6.32,31.78,4.33,67.7041254696069,22.2958745303931
2025,3,17,13,0,0,0,30,4.93,63.2902485472523,26.7097514527477
2025,3,17,14,0,0,0,28.83,4.89,53.0962447155805,36.9037552844195
2025,3,17,15,0,0,0,28.01,4.41,40.5921590568051,49.4078409431949
2025,3,17,16,0,0,0,27.37,4,27.1629249071326,62.8370750928674
2025,3,17,17,0,0,0,26.75,3.62,13.3225168618554,76.6774831381446
2025,3,17,18,0,0,0,26.16,3.25,0,0
2025,3,17,19,0,0,0,25.6,2.91,0,0
2025,3,17,20,0,0,0,25.09,2.55,0,0
2025,3,17,21,0,0,0,24.68,2.26,0,0
2025,3,17,22,0,0,0,24.39,1.91,0,0
2025,3,17,23,0,0,0,24.11,1.52,0,0
2025,3,18,0,9.8,0.93,10.83,24.06,1.31,0,0
2025,3,18,1,128.48,123.86,86.19,26.54,1.89,0,0
2025,3,18,2,337.3,307.73,170.21,29.82,1.98,0,0
2025,3,18,3,513.28,363.1,236.73,33.65,2.18,0,0
2025,3,18,4,671.72,382.73,309.04,36.29,1.81,0,0
2025,3,18,5,826.72,563.64,258.92,37.91,1.29,0,0
2025,3,18,6,808.5,468.48,315.09,38.97,1.32,0,0
2025,3,18,7,773.2,466.67,307.27,39.46,1.68,13.4690217419788,76.5309782580212
2025,3,18,8,658.17,432.67,268.76,39.4,2.11,27.326470848829,62.673529151171
2025,3,18,9,495.1,378.37,222.66,38.86,2.46,40.7871838411804,49.2128161588196
2025,3,18,10,290.38,231.67,172.29,37.77,2.88,53.3464056092202,36.6535943907798
2025,3,18,11,100.03,78.28,81.04,35.35,3.38,63.6281181643963,26.3718818356037
2025,3,18,12,5.62,0,8.05,31.93,4.33,68.1065830914856,21.8934169085144
2025,3,18,13,0,0,0,29.92,5.02,63.6281181643963,26.3718818356037
2025,3,18,14,0,0,0,28.62,4.52,53.3464056092202,36.6535943907798
2025,3,18,15,0,0,0,27.78,3.92,40.7871838411804,49.2128161588196
